segment_id,review_id,listing_id,segment_text,main_topic_id,main_topic_label,topic_id,topic_label,satisfaction_0_100,sentiment_label
4456,263276605,516823,We enjoyed the studio available to us and the occasional chats with the hosts.,5,Communication,18,Host Quality,75.53,positive
4457,1468998003312074185,1379572346571081197,I had the most wonderful stay at Manna’s place.,6,Experience,23,Overall Experience,80.575,positive
4461,1468998003312074185,1379572346571081197,and filled with thoughtful touches that made my visit extra special.,4,Comfort,14,Interior Design,82.43,positive
4463,1468998003312074185,1379572346571081197,gave clear check-in instructions,2,Check-in,9,Check-in,69.08999999999999,positive
4464,1468998003312074185,1379572346571081197,and was always quick to respond whenever I had a question.,5,Communication,20,Quick Response,50.0,neutral
4466,1468998003312074185,1379572346571081197,just steps from great coffee shops and lovely walking paths.,7,Location,28,Nearby Restaurants & Shops,91.8,positive
4467,1468998003312074185,1379572346571081197,I especially appreciated the cozy reading nook by the window and the fully equipped kitchen that made cooking a breeze.,4,Comfort,16,Overall Comfort,77.815,positive
4468,1468998003312074185,1379572346571081197,for being such a gracious host.,5,Communication,18,Host Quality,77.86999999999999,positive
4469,1468998003312074185,1379572346571081197,I can’t wait to come back,6,Experience,23,Overall Experience,50.0,neutral
4471,1468998003312074185,1379572346571081197,top notch Airbnb experience!,6,Experience,23,Overall Experience,63.56999999999999,positive
4474,406194839,28109908,Short uber rides to some great restaurants.,7,Location,28,Nearby Restaurants & Shops,81.245,positive
4475,1460237966020171067,1005787488102041520,Very clean and centrally located spot.,3,Cleanliness,11,General Cleanliness,72.88,positive
4476,1460237966020171067,1005787488102041520,Hosts were very responsive.,5,Communication,21,Responsive Host,71.005,positive
4477,1460237966020171067,1005787488102041520,Highly recommend.,6,Experience,24,Recommendation,71.005,positive
4478,55365517,5746685,My boyfriend and I stayed 5 weeks in Kfir and Devins basement apartment.,0,Accuracy,0,Apartment Expectation,50.0,neutral
4480,55365517,5746685,The apartment has everything you need for a short or long term stay.,0,Accuracy,0,Apartment Expectation,50.0,neutral
4481,55365517,5746685,The hosts are absolutely amazing and we could not have enjoyed our stay more.,5,Communication,18,Host Quality,66.9,positive
4482,1209517641006734772,730604781317914602,This was a fantastic place for a family of 5 with young children.,6,Experience,24,Recommendation,77.86999999999999,positive
4484,1209517641006734772,730604781317914602,comfy beds,4,Comfort,13,Bed Comfort,50.0,neutral
4485,1209517641006734772,730604781317914602,responsive and friendly hosts.,5,Communication,21,Responsive Host,84.53999999999999,positive
4486,1435638416920063542,1207180293032434530,enjoyed my stay with randy clean facilities conducive and beautifull environment and accesible to everyone thankyou randy,3,Cleanliness,11,General Cleanliness,85.92,positive
4489,46219147,2906218,The apartment is very bright and clean.,3,Cleanliness,11,General Cleanliness,86.58,positive
4490,46219147,2906218,It looks as described.,0,Accuracy,1,Photo Accuracy,50.0,neutral
4491,46219147,2906218,Marty is a very friendly host.,5,Communication,18,Host Quality,77.06500000000001,positive
4492,46219147,2906218,"However, he also lets you have privacy.",4,Comfort,14,Interior Design,50.0,neutral
4493,46219147,2906218,We would book it again and can recommend it.,6,Experience,24,Recommendation,68.06,positive
4494,503863654,30425730,Adrianna’s home was clean and tastefully decorated.,4,Comfort,14,Interior Design,70.095,positive
4495,503863654,30425730,It was spacious and had everything we needed to be comfortable.,4,Comfort,14,Interior Design,75.53,positive
4496,503863654,30425730,Adrianna was friendly and offered subjections of places to go during our stay.,6,Experience,23,Overall Experience,74.695,positive
4497,503863654,30425730,Check in was easy and was easy to follow from the access instructions provided.,2,Check-in,9,Check-in,85.015,positive
4498,503863654,30425730,I look forward to staying at Adrianna’s home in the future.,6,Experience,23,Overall Experience,50.0,neutral
4499,1434138646079395260,850943197930834940,Evelyn was very helpful and responsive,5,Communication,21,Responsive Host,85.28,positive
4500,1434138646079395260,850943197930834940,especially when we first arrived and I didn't have wifi.,1,Amenities,8,Wi-Fi & TV,50.0,neutral
4501,1434138646079395260,850943197930834940,The place was beautiful and clean!,3,Cleanliness,11,General Cleanliness,89.2,positive
4502,1434138646079395260,850943197930834940,View is spectacular!,6,Experience,25,View Experience,50.0,neutral
4503,1434138646079395260,850943197930834940,Highly recommend,6,Experience,24,Recommendation,71.005,positive
4504,742721939092104033,14760262,Mike's place is one of the best experiences so far!,6,Experience,23,Overall Experience,83.48,positive
4505,742721939092104033,14760262,very convenient location,7,Location,27,Location Convenience,50.0,neutral
4506,742721939092104033,14760262,beautiful city view from 37th floor.,6,Experience,25,View Experience,79.97000000000001,positive
4507,742721939092104033,14760262,his place was clean and well stocked .,1,Amenities,4,Kitchen Facilities,79.295,positive
4508,742721939092104033,14760262,Mike checked on us through- out our stay to make sure we didn't need anything .,5,Communication,18,Host Quality,65.91,positive
4509,742721939092104033,14760262,Will definitely stay here again!,6,Experience,23,Overall Experience,72.87,positive
4510,946404951848987157,51467111,We had a wonderful stay in Toronto.,6,Experience,23,Overall Experience,78.595,positive
4512,946404951848987157,51467111,with all city highlights in walking distance.,7,Location,27,Location Convenience,50.0,neutral
4513,946404951848987157,51467111,The complementary breakfast is great.,1,Amenities,2,Coffee & Breakfast,81.245,positive
4514,946404951848987157,51467111,Would definetely stay here again!,6,Experience,23,Overall Experience,50.0,neutral
4516,460835685160838965,33141742,host is very strict in terms of cleanliness which is a very good thing.,5,Communication,18,Host Quality,74.635,positive
4517,460835685160838965,33141742,The house is so clean that you enjoy staying.,3,Cleanliness,11,General Cleanliness,88.55999999999999,positive
4518,460835685160838965,33141742,Very nice garden which gets amazing morning sun.,6,Experience,25,View Experience,89.205,positive
4520,460835685160838965,33141742,Would highly recommend this airbnb to everyone.,6,Experience,23,Overall Experience,71.005,positive
4521,612321311651714541,34312217,Excellent long term stay in a great neighbourhood in Toronto.,6,Experience,23,Overall Experience,91.58,positive
4522,612321311651714541,34312217,Cheryl was a pleasure to deal with,5,Communication,18,Host Quality,78.595,positive
4523,612321311651714541,34312217,and promptly replied to any questions we had.,5,Communication,20,Quick Response,50.0,neutral
4524,612321311651714541,34312217,The apartment is recently renovated and very clean.,3,Cleanliness,11,General Cleanliness,72.88,positive
4525,612321311651714541,34312217,Walking distance to some excellent restaurants along St. Clair,7,Location,28,Nearby Restaurants & Shops,78.595,positive
4526,612321311651714541,34312217,and close to transit to easily get downtown.,7,Location,31,Transportation Access,67.0,positive
4527,612321311651714541,34312217,Would not hesitate to recommend and would stay again if the opportunity arises.,6,Experience,24,Recommendation,68.10000000000001,positive
4528,418805239848792324,17702093,Wonderful say in this cozy Airbnb-Lauren was an amazing host!,6,Experience,23,Overall Experience,91.56500000000001,positive
4530,1206566810357795555,1115203812509249303,He was flexible about my check out time so I didn't have to wait around at the airport for too long.,2,Check-in,9,Check-in,61.315,positive
4531,1368267066707140738,1334816200434461190,Rhenie was a great host,5,Communication,18,Host Quality,81.245,positive
4532,1368267066707140738,1334816200434461190,very welcoming and answered any question I had regarding the property.,5,Communication,18,Host Quality,74.635,positive
4533,1368267066707140738,1334816200434461190,The property was in a great spot too.,6,Experience,22,Home Feeling,81.245,positive
4534,1368267066707140738,1334816200434461190,It was equally between the Exhibition GO station and the Scotiabank Arena.,6,Experience,23,Overall Experience,50.0,neutral
4535,1368267066707140738,1334816200434461190,The Rogers Centre was less than 10 minutes to walk to as well.,6,Experience,23,Overall Experience,63.660000000000004,positive
4536,1368267066707140738,1334816200434461190,The unit was very tidy,3,Cleanliness,11,General Cleanliness,50.0,neutral
4537,1368267066707140738,1334816200434461190,Bedding was perfect and very comfortable to stay in.,4,Comfort,13,Bed Comfort,90.35,positive
4538,1368267066707140738,1334816200434461190,It fit my needs for staying with just my son for the weekend of the WWE events.,6,Experience,23,Overall Experience,68.06,positive
4539,1368267066707140738,1334816200434461190,I wouldn’t recommend more than the limit of guests that is posted.,5,Communication,18,Host Quality,68.06,positive
4540,1368267066707140738,1334816200434461190,2-4 people max is very understandable for this unit.,4,Comfort,14,Interior Design,50.0,neutral
4541,1368267066707140738,1334816200434461190,Thank you again Rhenie for allowing my son and I to stay here,6,Experience,24,Recommendation,68.06,positive
4543,1268187548168156617,6838049,Susan was a welcoming host with a cozy home and great local recommendations.,5,Communication,18,Host Quality,89.53,positive
4545,917366815105830798,54263188,Spotless home.,3,Cleanliness,11,General Cleanliness,50.0,neutral
4546,917366815105830798,54263188,Perfect size and amenities for a couple's getaway.,0,Accuracy,0,Apartment Expectation,78.595,positive
4547,917366815105830798,54263188,Room for a kid on pull out sofa on main floor.,4,Comfort,13,Bed Comfort,50.0,neutral
4548,917366815105830798,54263188,We walked or took and Uber.,7,Location,31,Transportation Access,50.0,neutral
4549,343709227,24874216,The place is gorgeous and the location great,7,Location,27,Location Convenience,92.21,positive
4550,343709227,24874216,don't hesitate to make it your choice!,6,Experience,24,Recommendation,63.73,positive
4551,1005124105453136487,764534042722399647,Nice listing in a super cute neighborhood.,7,Location,27,Location Convenience,93.29,positive
4552,1005124105453136487,764534042722399647,Spotless room and public area.,3,Cleanliness,11,General Cleanliness,50.0,neutral
4553,1005124105453136487,764534042722399647,Kitchen is great!,1,Amenities,4,Kitchen Facilities,82.94,positive
4554,1005124105453136487,764534042722399647,Hosts are super responsive too.,5,Communication,21,Responsive Host,87.53,positive
4556,940645780918372744,660294771351588429,The bed was very comfortable and the towels were soft.,1,Amenities,5,Laundry & Towels,77.815,positive
4557,940645780918372744,660294771351588429,The shower had good pressure.,3,Cleanliness,10,Bathroom Cleanliness,58.894999999999996,positive
4559,940645780918372744,660294771351588429,with food and transit very close by.,7,Location,28,Nearby Restaurants & Shops,50.0,neutral
4560,940645780918372744,660294771351588429,The only downsides were beyond the host's control: no a/c in the apartment and some street noise.,7,Location,29,Neighborhood Quietness,35.199999999999996,negative
4565,951538742348100171,660202030205775735,great rate and exactly as promised.,8,Value,32,Value,88.25,positive
4566,615212821,35807138,Super cute and modern :-),4,Comfort,14,Interior Design,92.405,positive
4567,225786878,20997492,Tanya's place was great.,6,Experience,23,Overall Experience,81.245,positive
4569,225786878,20997492,Tanya gave very helpful instructions and answered any questions.,2,Check-in,9,Check-in,73.77,positive
4570,225786878,20997492,Check-in and check-out were seamless.,2,Check-in,9,Check-in,50.0,neutral
4571,225786878,20997492,Would definitely stay here again!,6,Experience,23,Overall Experience,72.87,positive
4572,1450840132333679545,1277774152263865091,One of the best airbnbs I've ever stayed in!,6,Experience,23,Overall Experience,83.48,positive
4573,1450840132333679545,1277774152263865091,The home was exactly as depicted in the listing.,0,Accuracy,1,Photo Accuracy,50.0,neutral
4574,1450840132333679545,1277774152263865091,nicely decorated,4,Comfort,14,Interior Design,72.02,positive
4575,1450840132333679545,1277774152263865091,and with all the amenities we could need and more.,1,Amenities,3,General Amenities,50.0,neutral
4576,1450840132333679545,1277774152263865091,They even provided us with complimentary water and snacks!,1,Amenities,2,Coffee & Breakfast,74.63,positive
4577,1450840132333679545,1277774152263865091,My cousins and I (party of 5) each had our own beds,4,Comfort,13,Bed Comfort,70.095,positive
4578,1450840132333679545,1277774152263865091,we are accustomed to hot LA weather,1,Amenities,7,Temperature Control,50.0,neutral
4579,1450840132333679545,1277774152263865091,we came during a heatwave and their AC came in clutch.,1,Amenities,7,Temperature Control,50.0,neutral
4580,1450840132333679545,1277774152263865091,I was told the area wasn't as nice,7,Location,27,Location Convenience,33.74,negative
4581,1450840132333679545,1277774152263865091,felt that the location and neighborhood felt safe and walkable.,7,Location,27,Location Convenience,72.02,positive
4582,1450840132333679545,1277774152263865091,The hosts were communicative,5,Communication,17,Communication,50.0,neutral
4583,1450840132333679545,1277774152263865091,and quick to respond to requests.,5,Communication,20,Quick Response,50.0,neutral
4584,1450840132333679545,1277774152263865091,My cousins agreed that this was the cleanest airbnb we've ever stayed in and would book a stay here if we ever plan to return to Toronto!,6,Experience,23,Overall Experience,66.91,positive
4587,1231266729982783385,1160163273506508406,came down to Toronto for the weekend and had a lovely stay.,6,Experience,23,Overall Experience,79.295,positive
4590,1279811056111134551,28467555,Very good location from the airport and cozy like sweet home.,4,Comfort,16,Overall Comfort,91.34,positive
4591,736768609,18838211,I had the opportunity to stay at this place for a month and had a great experience.,6,Experience,24,Recommendation,89.225,positive
4593,736768609,18838211,with easy access to the subway,7,Location,31,Transportation Access,72.02,positive
4594,736768609,18838211,grocery stores,7,Location,28,Nearby Restaurants & Shops,50.0,neutral
4596,736768609,18838211,Internet speeds were fine if you need to complete work calls.,1,Amenities,8,Wi-Fi & TV,60.114999999999995,positive
4597,736768609,18838211,As other guests have mentioned,5,Communication,18,Host Quality,50.0,neutral
4598,736768609,18838211,you can hear the subway trains pass by,7,Location,31,Transportation Access,50.0,neutral
4599,736768609,18838211,it wasn't too loud and almost acted like white noise.,7,Location,29,Neighborhood Quietness,65.03999999999999,positive
4600,736768609,18838211,I will definitely consider staying here again!,6,Experience,23,Overall Experience,72.87,positive
4601,1297902557770752271,13768736,This place was very nice and clean,3,Cleanliness,11,General Cleanliness,86.165,positive
4602,1297902557770752271,13768736,even better than the pictures.,0,Accuracy,1,Photo Accuracy,72.02,positive
4603,1297902557770752271,13768736,Perfect for my short stay and I would definitely stay again!,6,Experience,24,Recommendation,88.55999999999999,positive
4604,1506655148643290456,856761155649921843,Great house,6,Experience,22,Home Feeling,81.245,positive
4605,278135716,1486931,It was our first time booking an airbnb and this place is awesome.,6,Experience,23,Overall Experience,81.245,positive
4607,1474789445891841258,1378566824422757732,I really liked this listing.,0,Accuracy,1,Photo Accuracy,73.77,positive
4609,1474789445891841258,1378566824422757732,we didn’t hear any construction noise.,7,Location,29,Neighborhood Quietness,50.0,neutral
4612,1474789445891841258,1378566824422757732,which gave us peace of mind.,7,Location,29,Neighborhood Quietness,77.115,positive
4613,1474789445891841258,1378566824422757732,The location was great—close to everything!,7,Location,27,Location Convenience,50.0,neutral
4615,1474789445891841258,1378566824422757732,The only thing to be aware of is the parking—street parking is expensive.,1,Amenities,6,Parking,50.0,neutral
4616,1474789445891841258,1378566824422757732,there are two parking garages less than 100 feet from the property,1,Amenities,6,Parking,50.0,neutral
4617,1474789445891841258,1378566824422757732,and they always had available spaces.,4,Comfort,14,Interior Design,50.0,neutral
4618,1474789445891841258,1378566824422757732,you can easily manage your parking through an app on your phone,1,Amenities,6,Parking,67.0,positive
4619,1474789445891841258,1378566824422757732,so there’s no need to physically go down to add time.,2,Check-in,9,Check-in,32.17,negative
4620,1474789445891841258,1378566824422757732,The home was very clean and well-stocked,1,Amenities,4,Kitchen Facilities,72.88,positive
4621,1474789445891841258,1378566824422757732,with plenty of extra linens and towels.,1,Amenities,5,Laundry & Towels,50.0,neutral
4622,1474789445891841258,1378566824422757732,The decor was tasteful and inviting.,4,Comfort,14,Interior Design,65.91,positive
4623,1474789445891841258,1378566824422757732,The property had just about everything you could possibly need—from a hairdryer to a flat iron—which made our stay even more convenient.,1,Amenities,5,Laundry & Towels,50.0,neutral
4625,253938824,24167253,Staying at this condo near the CN Tower was one of the best travel experience I have ever had!,7,Location,30,Tourist & Event Attractions,83.48,positive
4626,253938824,24167253,Starting with the excellent communication with the host Jim,5,Communication,18,Host Quality,78.595,positive
4627,253938824,24167253,it could not have been smoother.,2,Check-in,9,Check-in,50.0,neutral
4628,253938824,24167253,Everything about the experience was just first class.,6,Experience,23,Overall Experience,50.0,neutral
4629,253938824,24167253,I never wanted to leave.,6,Experience,23,Overall Experience,51.910000000000004,neutral
4630,253938824,24167253,Thank you for a truly wonderful experience i really enjoyed my stay!,6,Experience,23,Overall Experience,95.91499999999999,positive
4631,253938824,24167253,Definitely the #1 place to stay if your downtown in Toronto!!,6,Experience,23,Overall Experience,75.4,positive
4632,1452998131302846972,941517061501392491,I had a very good experience.,6,Experience,23,Overall Experience,74.635,positive
4633,1549395494907482613,1412423085157567276,It was clean and the bed was super comfy.,4,Comfort,13,Bed Comfort,88.25,positive
4635,1549395494907482613,1412423085157567276,easy access to the TTC and the PATH and great proximity to Union Station.,7,Location,31,Transportation Access,89.53,positive
4636,1549395494907482613,1412423085157567276,Lihua’s place had everything we needed for a quick stay in the city.,6,Experience,24,Recommendation,50.0,neutral
4637,1437833301126971151,1332896447593388758,Love the condo!,3,Cleanliness,11,General Cleanliness,83.48,positive
4638,1437833301126971151,1332896447593388758,Was a great location,7,Location,27,Location Convenience,81.245,positive
4639,1437833301126971151,1332896447593388758,and super accommodating.,5,Communication,18,Host Quality,79.97000000000001,positive
4640,1437833301126971151,1332896447593388758,Would absolutely stay again,6,Experience,23,Overall Experience,50.0,neutral
4641,593331228,35195354,Cute and clean!,3,Cleanliness,11,General Cleanliness,85.885,positive
4642,1020378351140472802,21147043,Great space and great host!,5,Communication,18,Host Quality,92.94,positive
4644,278711963,12042727,We had gotten off a long flight so appreciated all the touches this property has to offer.,4,Comfort,14,Interior Design,82.09,positive
4645,278711963,12042727,It is very convenient to Toronto city centre,6,Experience,23,Overall Experience,50.0,neutral
4647,278711963,12042727,It was a great house.,6,Experience,22,Home Feeling,81.245,positive
4648,703574178112818124,10156168,It’s a perfect location for people visiting Toronto!,6,Experience,23,Overall Experience,80.57000000000001,positive
4650,703574178112818124,10156168,We had 3 people and it had everything we needed.,4,Comfort,14,Interior Design,50.0,neutral
4651,709423686926099830,51229104,Fantastic location with great amenities and cool vibe.,1,Amenities,3,General Amenities,93.75,positive
4652,1343661800703048688,1144956126214232455,Recommended if you are looking for a quiet area and easily reachable by public transportation!,7,Location,29,Neighborhood Quietness,77.055,positive
4653,1343661800703048688,1144956126214232455,the place is nice and clean,3,Cleanliness,11,General Cleanliness,83.525,positive
4654,1343661800703048688,1144956126214232455,and the hosts very kind and responsive!,5,Communication,21,Responsive Host,88.745,positive
4655,321890179,26489621,Lovely space in a great,4,Comfort,14,Interior Design,91.8,positive
4657,321890179,26489621,The bed and pillows are super comfortable and the desk spacious for doing work.,4,Comfort,13,Bed Comfort,90.10000000000001,positive
4658,186812838,10194076,Ludmila is very kind and the place is super clean.,3,Cleanliness,11,General Cleanliness,94.16,positive
4660,457231777,13413180,A fantastic host with a fantastic condo.,3,Cleanliness,11,General Cleanliness,90.10000000000001,positive
4661,457231777,13413180,It has a large balcony off of one bedroom and the living room and a second balcony off of the other bedroom.,6,Experience,25,View Experience,50.0,neutral
4662,457231777,13413180,The view couldn’t be better,6,Experience,25,View Experience,72.02,positive
4663,457231777,13413180,a wonderful experience.,6,Experience,23,Overall Experience,78.595,positive
4664,204066196,18540206,Perfect spot for a quick getaway.,6,Experience,24,Recommendation,78.595,positive
4666,204066196,18540206,I suppose for longer stays).,6,Experience,24,Recommendation,50.0,neutral
4667,204066196,18540206,It was a perfect little IKEA paradise,4,Comfort,16,Overall Comfort,91.17500000000001,positive
4668,204066196,18540206,Small and cozy,4,Comfort,16,Overall Comfort,50.0,neutral
4671,353141318,2455129,Great place,6,Experience,23,Overall Experience,81.245,positive
4672,1412415220181542130,603624194438580666,Great place,6,Experience,23,Overall Experience,81.245,positive
4673,1412415220181542130,603624194438580666,great location and great host.,5,Communication,18,Host Quality,92.405,positive
4674,1412415220181542130,603624194438580666,Highly recommended,6,Experience,24,Recommendation,63.580000000000005,positive
4675,1357428767477570321,1183447088305415129,Amazing condo and amenities with a very kind and responsive host!,5,Communication,21,Responsive Host,94.485,positive
4676,69720650,4565516,Calvin was a great host and his place is fantastic,5,Communication,18,Host Quality,91.355,positive
4677,69720650,4565516,located in one of Toronto's best buildings.,6,Experience,23,Overall Experience,81.845,positive
4678,69720650,4565516,It is decorated with great taste,4,Comfort,14,Interior Design,81.245,positive
4679,69720650,4565516,clean and in a great central neighbourhood with plenty of cafés,7,Location,27,Location Convenience,88.915,positive
4680,69720650,4565516,bars and restaurants nearby.,7,Location,28,Nearby Restaurants & Shops,50.0,neutral
4684,362124335,21440143,a lot of space and immediate response from Kelly before the doubts,4,Comfort,14,Interior Design,35.199999999999996,negative
4686,586119175,29660881,Great communication.,5,Communication,17,Communication,81.245,positive
4687,586119175,29660881,Clean unit with comfortable bed,4,Comfort,13,Bed Comfort,85.92,positive
4688,586119175,29660881,TV with Netflix and guest parking on premises.,1,Amenities,6,Parking,50.0,neutral
4689,586119175,29660881,Willing to accomodate late check-out.,2,Check-in,9,Check-in,50.0,neutral
4690,586119175,29660881,Looking forward to staying with Randi in the future!,6,Experience,23,Overall Experience,50.0,neutral
4691,1109433552003636107,9295372,We loved everything about this house.,6,Experience,22,Home Feeling,79.97000000000001,positive
4692,1109433552003636107,9295372,Our family was travelling from Cape Breton for the funeral of a close family member and we wanted as many of us to be able to stay together as possible.,6,Experience,24,Recommendation,31.94,negative
4693,1109433552003636107,9295372,We feel very thankful that this listing was available at such short notice.,6,Experience,24,Recommendation,80.575,positive
4694,1109433552003636107,9295372,Our large party was able to be together and yet everyone had their own space.,4,Comfort,14,Interior Design,70.095,positive
4695,1109433552003636107,9295372,Bathrooms in every bedroom was a huge bonus!,3,Cleanliness,10,Bathroom Cleanliness,86.315,positive
4696,1109433552003636107,9295372,David was so accommodating to our strange arrival times.,2,Check-in,9,Check-in,39.885,negative
4697,1109433552003636107,9295372,He’s the perfect host!,5,Communication,18,Host Quality,80.57000000000001,positive
4698,1109433552003636107,9295372,size of she space,4,Comfort,14,Interior Design,50.0,neutral
4699,1109433552003636107,9295372,- were perfect for our needs and made a very difficult time so much easier.,5,Communication,19,Issue Handling,80.525,positive
4700,1109433552003636107,9295372,We highly recommend this listing!,0,Accuracy,1,Photo Accuracy,73.7,positive
4702,154044784,17137395,shampoo etc!,1,Amenities,5,Laundry & Towels,50.0,neutral
4703,154044784,17137395,Great location too,7,Location,27,Location Convenience,81.245,positive
4704,154044784,17137395,can walk to downtown Toronto with ease and transportation network runs right by the house!,6,Experience,23,Overall Experience,70.99499999999999,positive
4708,73329427,3925001,very friendly guys.,5,Communication,18,Host Quality,77.06500000000001,positive
4709,73329427,3925001,Super comfortable bed,4,Comfort,13,Bed Comfort,90.10000000000001,positive
4710,73329427,3925001,tons of towels,1,Amenities,5,Laundry & Towels,50.0,neutral
4711,73329427,3925001,and very clean rooms.,3,Cleanliness,11,General Cleanliness,72.88,positive
4712,73329427,3925001,They worked with me on my arrival time,2,Check-in,9,Check-in,50.0,neutral
4713,73329427,3925001,had an indoor parking space reserved,1,Amenities,6,Parking,50.0,neutral
4716,73329427,3925001,and will stay again on my next visit to Toronto.,6,Experience,23,Overall Experience,50.0,neutral
4717,1490006871434462223,842820235890657160,Cannot stress enough that if you have kids,4,Comfort,16,Overall Comfort,66.25999999999999,positive
4719,1490006871434462223,842820235890657160,We were shouted and sworn at for just existing!!!,7,Location,29,Neighborhood Quietness,50.0,neutral
4720,1490006871434462223,842820235890657160,During our stay Scott was responsive,5,Communication,21,Responsive Host,68.06,positive
4721,1490006871434462223,842820235890657160,after our stay when I fed back about how uncomfortable we felt in addition to other issues (such as oven not working,1,Amenities,4,Kitchen Facilities,30.910000000000004,negative
4723,1490006871434462223,842820235890657160,We’ve given him time to reply and acknowledge our feedback and nothing.,5,Communication,20,Quick Response,50.0,neutral
4724,1490006871434462223,842820235890657160,I would not recommend unless you intend to merely stay there at night!,6,Experience,23,Overall Experience,32.98,negative
4725,1210196240703845517,917383966962437436,Great stay in a lovely neighborhood.,7,Location,27,Location Convenience,91.8,positive
4726,1210196240703845517,917383966962437436,The Airbnb itself is cozy and inviting.,6,Experience,23,Overall Experience,65.91,positive
4727,962392736743481426,761178881248662238,Great stay,6,Experience,23,Overall Experience,81.245,positive
4729,616013050,40289218,The pictures are very accurate and Gelareh was extremely hospitable.,0,Accuracy,1,Photo Accuracy,50.0,neutral
4730,616013050,40289218,Very quick to respond.,5,Communication,20,Quick Response,50.0,neutral
4732,616013050,40289218,and she added small touches around the place that really made us feel welcomed and at home!,4,Comfort,14,Interior Design,70.015,positive
4734,616013050,40289218,Literally right in front of the CN tower/aquarium,7,Location,30,Tourist & Event Attractions,50.0,neutral
4735,616013050,40289218,and we managed to walk pretty much everywhere we needed to go (we like walking).,7,Location,27,Location Convenience,84.53999999999999,positive
4736,616013050,40289218,She is also very accommodating with parking as long as timing works out for her.,1,Amenities,6,Parking,50.0,neutral
4737,616013050,40289218,I would definitely stay here again,6,Experience,23,Overall Experience,70.095,positive
4738,1499409903706481430,1399563775376394041,Great place,6,Experience,23,Overall Experience,81.245,positive
4739,1413847305667991969,770909536650626954,Good communication,5,Communication,17,Communication,72.02,positive
4740,952218166343819657,700270518483314736,We thoroughly enjoyed our stay in Toronto.,6,Experience,23,Overall Experience,77.815,positive
4741,952218166343819657,700270518483314736,I would definitely stay at this Airbnb again!,6,Experience,23,Overall Experience,72.87,positive
4742,952218166343819657,700270518483314736,The host was very polite and easy to communicate with.,5,Communication,18,Host Quality,74.385,positive
4744,1521838181480850954,12712286,I love staying at Sarah’s place when I visit Toronto!,6,Experience,23,Overall Experience,83.48,positive
4745,1521838181480850954,12712286,The location is perfect and very walkable to nearby shops and restaurants.,7,Location,28,Nearby Restaurants & Shops,78.595,positive
4746,1521838181480850954,12712286,The apartment space is incredibly clean,3,Cleanliness,11,General Cleanliness,72.88,positive
4747,1521838181480850954,12712286,with a beautiful backyard area.,6,Experience,25,View Experience,79.97000000000001,positive
4749,1521838181480850954,12712286,I appreciate Sarah and this place so much- one of my favorite spaces to stay in.,6,Experience,23,Overall Experience,84.53999999999999,positive
4750,1521838181480850954,12712286,Can’t wait to visit again soon!,6,Experience,24,Recommendation,50.0,neutral
4753,952985027771074983,813749673063060877,The host was very helpful and responsive when needed.,5,Communication,21,Responsive Host,85.28,positive
4754,952985027771074983,813749673063060877,the place was nice and modern.,4,Comfort,14,Interior Design,71.075,positive
4755,1472582281229009301,1238329568616294807,Great location and fantastic home.,6,Experience,22,Home Feeling,91.355,positive
4756,1472582281229009301,1238329568616294807,Our family was very comfortable!,6,Experience,24,Recommendation,79.86999999999999,positive
4757,702143788550367519,37740852,Great place,6,Experience,23,Overall Experience,81.245,positive
4758,702143788550367519,37740852,Great location to avoid heavy traffic,7,Location,31,Transportation Access,72.02,positive
4759,702143788550367519,37740852,host is frendly and quick to answer.,5,Communication,18,Host Quality,50.0,neutral
4761,711572198424395495,47032150,The place was easy to access and check in.,2,Check-in,9,Check-in,72.02,positive
4762,711572198424395495,47032150,A-plus location in a beautiful little burb.,7,Location,27,Location Convenience,79.97000000000001,positive
4763,711572198424395495,47032150,Cm was easy to communicate with and prompt with responses.,5,Communication,17,Communication,72.02,positive
4764,711572198424395495,47032150,Parking was easy to coordinate with the host.,1,Amenities,6,Parking,72.02,positive
4765,711572198424395495,47032150,The apartment was immaculate and way larger in person,0,Accuracy,0,Apartment Expectation,50.0,neutral
4767,711572198424395495,47032150,This is a basement apartment so you hear the typical noises you would with a family living upstairs.,7,Location,29,Neighborhood Quietness,50.0,neutral
4768,711572198424395495,47032150,I had a great stay!,6,Experience,23,Overall Experience,82.94,positive
4770,1176184464436461178,777011042986128649,We loved all of the restaurants that were just a short walk away.,7,Location,28,Nearby Restaurants & Shops,79.97000000000001,positive
4771,1176184464436461178,777011042986128649,nice space for our family of four,4,Comfort,14,Interior Design,71.075,positive
4772,1176184464436461178,777011042986128649,easy on street parking.,1,Amenities,6,Parking,72.02,positive
4773,860153094305485639,703733125308691348,Great stay with Myrna!,6,Experience,23,Overall Experience,82.94,positive
4774,1229845460989357064,748681610510470966,Stayed for 2 nights and really enjoyed the unit.,6,Experience,23,Overall Experience,77.815,positive
4776,1229845460989357064,748681610510470966,also giving you an amazing view of downtown Toronto.,6,Experience,23,Overall Experience,86.75500000000001,positive
4777,1229845460989357064,748681610510470966,Highly recommend getting this unit.,4,Comfort,14,Interior Design,71.005,positive
4778,881858551578909510,680196079133821573,The bed could use a new mattress.,4,Comfort,13,Bed Comfort,50.0,neutral
4779,165647834,14688728,My partner and I and our son stayed at Ervin's place for a few days and enjoyed our stay.,6,Experience,24,Recommendation,75.53,positive
